Date,Name,Product,Category,Region,Quantity Sold,Revenue,Discount (%),Payment Method,Customer Feedback,Order Status
03-01-2025,Hannah,Mouse,Peripherals,West,49,2312,14,Debit Card,Excellent,Returned
09-01-2025,Bob,Mouse,Gadgets,West,49,387,4,Online,Excellent,Returned
04-11-2025,Charlie,Laptop,Electronics,West,31,3123,20,Online,Poor,Delivered
20-06-2025,Edward,Mouse,Accessories,South,44,4420,16,Credit Card,Average,Pending
27-02-2025,Fiona,Laptop,Electronics,South,3,2808,14,Debit Card,Good,Pending
19-05-2025,Fiona,Laptop,Peripherals,West,8,4245,0,Credit Card,Average,Pending
23-08-2025,Diana,Speaker,Peripherals,North,29,4627,4,Debit Card,Good,Returned
28-06-2025,Bob,Smartwatch,Gadgets,North,30,698,5,Online,Good,Delivered
04-01-2025,Charlie,Monitor,Peripherals,South,49,922,19,Credit Card,Excellent,Cancelled
19-12-2025,Julia,Speaker,Accessories,South,19,4567,9,Cash,Average,Returned
17-11-2025,Alice,Headphones,Accessories,South,20,3140,23,Credit Card,Poor,Delivered
23-12-2025,Alice,Smartwatch,Gadgets,North,26,2969,0,Debit Card,Average,Cancelled
23-01-2025,Diana,Smartwatch,Peripherals,South,2,3788,0,Debit Card,Good,Returned
17-04-2025,George,Smartphone,Accessories,South,35,3992,18,Debit Card,Average,Cancelled
18-03-2025,Charlie,Monitor,Peripherals,North,15,795,22,Online,Average,Pending
16-12-2025,Charlie,Keyboard,Peripherals,East,19,3957,15,Credit Card,Average,Delivered
08-03-2025,Bob,Monitor,Accessories,East,36,291,10,Credit Card,Excellent,Pending
21-11-2025,Bob,Tablet,Accessories,East,25,3725,2,Online,Excellent,Pending
10-03-2025,Hannah,Camera,Accessories,South,17,3797,27,Debit Card,Poor,Cancelled
10-11-2025,Diana,Camera,Peripherals,East,37,3056,28,Online,Average,Delivered
01-12-2025,Charlie,Smartwatch,Accessories,North,8,3969,2,Debit Card,Poor,Cancelled
20-08-2025,Hannah,Laptop,Electronics,West,32,3591,0,Online,Poor,Returned
07-12-2025,Hannah,Smartwatch,Accessories,North,48,3650,24,Online,Poor,Returned
03-02-2025,Charlie,Smartphone,Peripherals,West,21,1179,5,Debit Card,Poor,Cancelled
05-01-2025,George,Tablet,Gadgets,East,1,3883,18,Online,Poor,Delivered
04-10-2025,Edward,Headphones,Accessories,East,30,684,7,Cash,Excellent,Delivered
04-09-2025,Ian,Speaker,Gadgets,West,36,577,19,Debit Card,Poor,Cancelled
07-04-2025,Ian,Mouse,Electronics,North,49,3294,20,Credit Card,Excellent,Cancelled
16-02-2025,Diana,Monitor,Accessories,North,13,947,27,Online,Good,Delivered
27-01-2025,Julia,Mouse,Gadgets,East,7,376,22,Credit Card,Average,Returned
15-09-2025,Fiona,Smartphone,Gadgets,South,9,2435,8,Credit Card,Average,Pending
02-07-2025,Ian,Laptop,Peripherals,East,14,1513,0,Debit Card,Good,Delivered
10-02-2025,Fiona,Speaker,Electronics,North,15,370,18,Credit Card,Poor,Returned
16-07-2025,Fiona,Monitor,Accessories,North,8,2147,24,Credit Card,Poor,Returned
27-03-2025,Ian,Camera,Accessories,South,21,271,25,Debit Card,Good,Delivered
27-04-2025,Fiona,Smartwatch,Electronics,East,44,3972,18,Cash,Good,Pending
09-09-2025,Charlie,Mouse,Electronics,South,15,1793,13,Credit Card,Excellent,Pending
22-10-2025,Charlie,Tablet,Peripherals,South,18,2958,11,Online,Poor,Pending
28-08-2025,Julia,Mouse,Peripherals,East,39,2017,13,Cash,Poor,Delivered
20-11-2025,Edward,Tablet,Electronics,North,32,4702,14,Cash,Excellent,Pending
14-02-2025,Charlie,Smartwatch,Electronics,West,25,3299,27,Online,Poor,Returned
21-03-2025,Fiona,Tablet,Peripherals,North,12,4433,26,Online,Poor,Cancelled
06-01-2025,Charlie,Mouse,Accessories,North,7,1279,17,Debit Card,Good,Delivered
27-03-2025,Fiona,Speaker,Gadgets,South,32,4200,18,Cash,Good,Pending
22-12-2025,Bob,Mouse,Gadgets,North,19,636,29,Debit Card,Excellent,Cancelled
06-04-2025,George,Laptop,Electronics,South,5,2736,11,Debit Card,Poor,Cancelled
24-09-2025,Bob,Smartwatch,Accessories,West,41,3924,20,Debit Card,Poor,Returned
18-12-2025,Ian,Camera,Peripherals,West,2,4493,12,Credit Card,Average,Pending
16-04-2025,Fiona,Tablet,Gadgets,East,49,273,8,Online,Excellent,Returned
10-08-2025,Hannah,Mouse,Gadgets,South,41,176,28,Cash,Poor,Pending
22-05-2025,Fiona,Smartphone,Peripherals,East,15,3925,23,Cash,Good,Pending
19-02-2025,Julia,Camera,Accessories,North,29,4698,11,Online,Excellent,Returned
12-08-2025,Bob,Smartphone,Gadgets,South,23,3246,19,Cash,Good,Returned
09-11-2025,Hannah,Keyboard,Accessories,North,7,1053,21,Credit Card,Excellent,Delivered
13-07-2025,Bob,Monitor,Gadgets,East,20,3613,30,Cash,Average,Delivered
26-12-2025,Alice,Keyboard,Electronics,West,7,105,16,Debit Card,Excellent,Cancelled
15-02-2025,Fiona,Tablet,Gadgets,South,25,608,21,Credit Card,Average,Cancelled
27-07-2025,Alice,Camera,Accessories,East,18,4365,2,Debit Card,Poor,Delivered
05-07-2025,Ian,Monitor,Electronics,North,36,2701,24,Credit Card,Good,Delivered
10-01-2025,Alice,Tablet,Electronics,West,47,2110,26,Cash,Excellent,Cancelled
04-08-2025,Fiona,Tablet,Accessories,South,48,2234,14,Online,Average,Pending
13-10-2025,Edward,Keyboard,Accessories,South,27,3920,2,Cash,Good,Returned
19-01-2025,Julia,Headphones,Accessories,South,45,2780,6,Cash,Excellent,Returned
02-05-2025,Bob,Tablet,Electronics,East,25,2677,28,Credit Card,Average,Delivered
21-11-2025,Edward,Tablet,Peripherals,North,34,597,28,Online,Poor,Pending
20-11-2025,Hannah,Laptop,Peripherals,South,44,3694,1,Credit Card,Excellent,Delivered
02-08-2025,Hannah,Monitor,Peripherals,West,37,2537,7,Online,Poor,Delivered
05-06-2025,Edward,Tablet,Electronics,South,36,4399,5,Cash,Excellent,Returned
24-08-2025,Edward,Smartwatch,Peripherals,South,12,914,28,Online,Average,Returned
09-08-2025,Hannah,Camera,Peripherals,North,13,2217,18,Debit Card,Excellent,Returned
06-01-2025,Diana,Tablet,Peripherals,North,40,2550,4,Debit Card,Average,Pending
17-06-2025,Fiona,Tablet,Gadgets,East,46,2604,25,Online,Excellent,Delivered
07-09-2025,Diana,Laptop,Peripherals,South,30,2041,17,Online,Good,Delivered
23-06-2025,Fiona,Smartphone,Peripherals,West,44,4939,9,Cash,Average,Returned
13-09-2025,Charlie,Tablet,Accessories,West,13,2247,9,Online,Excellent,Cancelled
03-09-2025,Edward,Speaker,Electronics,East,42,2399,5,Credit Card,Good,Pending
21-03-2025,Hannah,Smartwatch,Electronics,East,9,3464,23,Debit Card,Poor,Returned
12-03-2025,Ian,Headphones,Electronics,West,29,1477,5,Cash,Excellent,Delivered
24-11-2025,Edward,Smartphone,Electronics,South,34,3375,3,Cash,Average,Returned
11-10-2025,Bob,Smartphone,Gadgets,North,26,3367,6,Cash,Excellent,Returned
23-08-2025,Hannah,Smartwatch,Electronics,North,3,1529,17,Online,Excellent,Pending
09-03-2025,Bob,Monitor,Accessories,West,11,3492,9,Cash,Excellent,Returned
10-11-2025,Fiona,Smartwatch,Gadgets,West,34,1874,23,Online,Good,Delivered
03-07-2025,Julia,Laptop,Accessories,North,19,4989,6,Debit Card,Good,Pending
16-11-2025,Edward,Mouse,Peripherals,North,45,2916,6,Cash,Good,Returned
16-07-2025,Julia,Keyboard,Accessories,West,40,884,4,Cash,Good,Delivered
22-10-2025,Hannah,Camera,Peripherals,South,50,4893,2,Debit Card,Good,Cancelled
19-03-2025,Diana,Tablet,Electronics,North,27,4378,24,Online,Excellent,Pending
17-12-2025,Edward,Monitor,Electronics,South,14,980,7,Cash,Excellent,Pending
17-11-2025,Edward,Smartphone,Peripherals,North,24,1969,28,Cash,Poor,Cancelled
05-05-2025,Julia,Laptop,Peripherals,South,24,4476,26,Cash,Average,Pending
11-12-2025,Diana,Tablet,Peripherals,East,23,2010,7,Online,Average,Pending
19-10-2025,Alice,Tablet,Gadgets,North,42,1645,24,Credit Card,Poor,Delivered
19-06-2025,Fiona,Camera,Accessories,West,43,2388,1,Cash,Average,Returned
27-10-2025,Diana,Laptop,Accessories,West,2,2592,28,Debit Card,Good,Returned
03-07-2025,Hannah,Camera,Gadgets,West,5,750,1,Debit Card,Average,Cancelled
01-01-2025,Ian,Headphones,Accessories,East,10,2712,20,Debit Card,Average,Returned
06-12-2025,Ian,Speaker,Accessories,East,5,2862,1,Debit Card,Excellent,Returned
04-04-2025,Alice,Laptop,Gadgets,South,43,1576,9,Cash,Poor,Pending
04-11-2025,Diana,Smartphone,Accessories,West,39,4800,23,Credit Card,Good,Pending
22-08-2025,Diana,Tablet,Accessories,South,43,1404,29,Online,Good,Delivered
11-08-2025,Bob,Smartphone,Accessories,South,37,3885,5,Credit Card,Poor,Returned
25-04-2025,Ian,Camera,Accessories,North,6,3877,19,Debit Card,Excellent,Returned
26-12-2025,Diana,Headphones,Gadgets,South,17,3958,10,Credit Card,Good,Delivered
04-04-2025,George,Laptop,Accessories,East,44,3818,12,Online,Average,Cancelled
24-03-2025,Bob,Monitor,Gadgets,North,38,829,0,Debit Card,Good,Returned
25-07-2025,Bob,Headphones,Peripherals,North,46,1658,6,Credit Card,Good,Returned
03-07-2025,Diana,Camera,Peripherals,North,38,3127,0,Debit Card,Good,Delivered
20-01-2025,Diana,Camera,Peripherals,South,23,4469,24,Debit Card,Poor,Pending
04-05-2025,Ian,Camera,Accessories,East,9,3471,4,Cash,Excellent,Pending
28-01-2025,Julia,Keyboard,Peripherals,East,21,1061,19,Credit Card,Poor,Pending
03-12-2025,Charlie,Monitor,Peripherals,West,13,3313,6,Debit Card,Poor,Returned
25-08-2025,George,Laptop,Gadgets,East,22,291,21,Cash,Good,Pending
20-06-2025,Alice,Mouse,Gadgets,North,37,578,0,Credit Card,Good,Delivered
27-11-2025,Ian,Smartwatch,Peripherals,South,24,762,18,Debit Card,Poor,Pending
06-01-2025,Hannah,Laptop,Gadgets,North,16,1779,10,Cash,Poor,Returned
04-06-2025,Ian,Smartwatch,Electronics,East,1,955,27,Credit Card,Excellent,Cancelled
15-12-2025,Ian,Smartphone,Accessories,East,6,1054,16,Online,Average,Pending
05-07-2025,Charlie,Smartphone,Electronics,East,50,2086,15,Credit Card,Good,Returned
19-11-2025,Ian,Smartwatch,Gadgets,East,37,4135,20,Online,Average,Cancelled
07-09-2025,Bob,Camera,Accessories,East,25,4208,5,Online,Average,Pending
09-04-2025,Fiona,Speaker,Electronics,West,24,3744,0,Credit Card,Average,Cancelled
15-08-2025,Charlie,Smartwatch,Electronics,South,18,652,5,Cash,Good,Cancelled
10-11-2025,Hannah,Headphones,Gadgets,East,37,4531,0,Credit Card,Average,Cancelled
07-04-2025,Ian,Headphones,Gadgets,East,47,3962,24,Cash,Excellent,Pending
06-12-2025,Hannah,Mouse,Peripherals,West,32,3878,14,Debit Card,Average,Cancelled
27-07-2025,Diana,Mouse,Electronics,South,4,4396,11,Cash,Average,Pending
26-09-2025,Alice,Smartphone,Accessories,North,22,4843,4,Online,Excellent,Cancelled
03-04-2025,Edward,Camera,Peripherals,East,40,1457,1,Debit Card,Good,Delivered
01-10-2025,Ian,Camera,Accessories,West,19,4782,0,Credit Card,Good,Returned
22-11-2025,George,Headphones,Accessories,East,17,2078,26,Online,Good,Delivered
07-02-2025,Charlie,Smartphone,Peripherals,East,24,578,22,Credit Card,Poor,Returned
26-01-2025,Fiona,Camera,Peripherals,South,44,4804,5,Credit Card,Excellent,Returned
01-03-2025,Bob,Tablet,Gadgets,North,43,571,10,Online,Average,Pending
25-06-2025,Fiona,Keyboard,Accessories,West,38,3792,11,Credit Card,Good,Returned
19-07-2025,Charlie,Laptop,Electronics,East,37,3966,12,Debit Card,Average,Pending
28-09-2025,Bob,Monitor,Gadgets,West,7,1253,19,Debit Card,Poor,Pending
11-02-2025,Hannah,Keyboard,Peripherals,South,17,2717,6,Credit Card,Average,Cancelled
22-03-2025,Edward,Headphones,Gadgets,East,21,4640,2,Credit Card,Good,Delivered
24-12-2025,George,Mouse,Accessories,North,10,2547,16,Credit Card,Average,Returned
17-11-2025,Fiona,Headphones,Gadgets,East,50,498,13,Credit Card,Average,Cancelled
07-08-2025,Diana,Tablet,Gadgets,West,5,524,0,Debit Card,Average,Cancelled
19-04-2025,Fiona,Camera,Peripherals,East,1,143,13,Online,Good,Delivered
17-08-2025,Diana,Laptop,Peripherals,North,9,3496,22,Cash,Excellent,Cancelled
12-06-2025,Hannah,Camera,Electronics,East,3,1631,5,Credit Card,Average,Delivered
18-10-2025,Ian,Tablet,Peripherals,East,41,2812,7,Cash,Excellent,Pending
26-03-2025,Alice,Smartwatch,Accessories,East,49,312,26,Debit Card,Average,Pending
15-02-2025,Bob,Mouse,Accessories,East,14,4897,20,Online,Average,Returned
21-07-2025,Ian,Smartwatch,Gadgets,West,33,2327,25,Debit Card,Poor,Returned
28-07-2025,Julia,Headphones,Accessories,East,35,3444,3,Cash,Good,Pending
19-02-2025,Bob,Mouse,Accessories,West,43,3247,8,Cash,Poor,Pending
05-02-2025,Fiona,Monitor,Electronics,East,31,3334,7,Online,Average,Cancelled
10-09-2025,George,Headphones,Accessories,North,1,130,16,Cash,Good,Cancelled
04-02-2025,Hannah,Camera,Gadgets,East,41,2838,15,Debit Card,Excellent,Delivered
08-08-2025,Diana,Monitor,Gadgets,East,29,115,9,Credit Card,Good,Returned
20-01-2025,Edward,Camera,Peripherals,South,5,3510,9,Cash,Good,Pending
11-09-2025,Edward,Camera,Electronics,East,16,4334,7,Debit Card,Poor,Returned
08-01-2025,George,Monitor,Peripherals,South,48,4745,15,Cash,Poor,Pending
27-05-2025,Hannah,Headphones,Peripherals,West,41,315,27,Cash,Average,Returned
13-05-2025,Bob,Speaker,Gadgets,East,28,1595,7,Cash,Good,Cancelled
12-12-2025,Hannah,Speaker,Peripherals,West,2,3076,0,Credit Card,Excellent,Cancelled
28-02-2025,Hannah,Tablet,Peripherals,East,19,3128,11,Debit Card,Good,Cancelled
10-03-2025,George,Smartphone,Peripherals,North,9,1381,7,Credit Card,Average,Pending
18-02-2025,Charlie,Keyboard,Electronics,South,5,4241,11,Online,Average,Returned
08-10-2025,Julia,Smartphone,Peripherals,North,10,4367,19,Debit Card,Poor,Returned
20-09-2025,George,Smartwatch,Accessories,East,7,4991,13,Credit Card,Excellent,Delivered
10-09-2025,Julia,Speaker,Peripherals,South,1,3828,4,Online,Good,Pending
20-07-2025,Bob,Tablet,Electronics,North,3,1718,30,Debit Card,Excellent,Pending
18-01-2025,Edward,Laptop,Accessories,West,19,3868,15,Debit Card,Average,Delivered
04-12-2025,Diana,Speaker,Gadgets,East,27,4676,13,Cash,Average,Pending
16-10-2025,Diana,Headphones,Gadgets,South,35,2257,7,Cash,Good,Delivered
21-05-2025,George,Speaker,Gadgets,North,32,309,0,Online,Excellent,Pending
02-01-2025,Charlie,Smartphone,Accessories,South,39,3720,1,Cash,Good,Pending
14-06-2025,Julia,Headphones,Electronics,North,31,190,23,Credit Card,Good,Delivered
07-05-2025,Julia,Keyboard,Electronics,South,23,2255,18,Debit Card,Good,Delivered
25-06-2025,Julia,Camera,Gadgets,West,10,1042,30,Debit Card,Average,Pending
05-01-2025,Edward,Speaker,Peripherals,West,6,4863,15,Cash,Average,Pending
18-04-2025,George,Tablet,Accessories,East,3,319,12,Debit Card,Poor,Returned
11-12-2025,George,Camera,Accessories,East,4,1520,24,Online,Excellent,Pending
02-11-2025,Edward,Smartphone,Gadgets,South,34,2297,7,Online,Excellent,Pending
16-04-2025,Fiona,Laptop,Electronics,South,19,1088,29,Cash,Excellent,Returned
26-02-2025,Alice,Laptop,Electronics,West,36,3461,24,Debit Card,Excellent,Delivered
20-10-2025,Julia,Monitor,Gadgets,West,28,953,20,Debit Card,Excellent,Delivered
27-12-2025,Julia,Speaker,Peripherals,West,21,4161,5,Cash,Average,Pending
12-01-2025,Julia,Headphones,Accessories,South,20,3768,10,Credit Card,Average,Cancelled
14-02-2025,Julia,Camera,Peripherals,West,12,1219,4,Credit Card,Average,Pending
24-10-2025,Alice,Laptop,Peripherals,North,23,1663,14,Cash,Poor,Delivered
03-10-2025,Alice,Smartwatch,Peripherals,East,44,4182,21,Debit Card,Good,Returned
16-09-2025,Bob,Smartphone,Accessories,East,22,4770,7,Credit Card,Poor,Delivered
09-03-2025,Alice,Laptop,Peripherals,South,46,3707,19,Online,Average,Returned
02-12-2025,Ian,Camera,Accessories,South,28,1976,14,Credit Card,Good,Pending
02-02-2025,Julia,Mouse,Peripherals,East,46,363,28,Credit Card,Poor,Pending
17-08-2025,Ian,Keyboard,Gadgets,North,34,4754,12,Credit Card,Average,Pending
21-04-2025,Fiona,Speaker,Gadgets,South,25,221,15,Cash,Good,Pending
14-06-2025,Hannah,Keyboard,Peripherals,East,10,2792,24,Online,Poor,Cancelled
10-08-2025,Diana,Camera,Peripherals,North,12,1937,8,Debit Card,Good,Cancelled
01-04-2025,Julia,Speaker,Electronics,South,11,1694,17,Debit Card,Good,Delivered
01-01-2025,Alice,Mouse,Peripherals,South,40,559,17,Credit Card,Good,Delivered
18-04-2025,Ian,Monitor,Accessories,East,4,1049,2,Credit Card,Poor,Delivered
28-10-2025,Diana,Monitor,Accessories,North,48,4940,7,Online,Excellent,Cancelled
22-07-2025,Fiona,Headphones,Electronics,South,42,1412,30,Cash,Excellent,Pending
24-11-2025,Charlie,Smartwatch,Electronics,East,21,2800,18,Online,Poor,Returned
18-01-2025,Bob,Tablet,Electronics,West,18,1118,3,Online,Good,Returned
02-08-2025,Bob,Tablet,Electronics,South,19,4416,8,Cash,Average,Returned
25-07-2025,Ian,Speaker,Electronics,South,7,3602,4,Cash,Excellent,Pending
23-07-2025,Julia,Laptop,Electronics,South,30,2411,27,Debit Card,Good,Pending
14-03-2025,George,Keyboard,Gadgets,West,6,3770,0,Debit Card,Average,Cancelled
14-12-2025,Ian,Laptop,Accessories,South,2,260,7,Debit Card,Poor,Pending
05-09-2025,Edward,Mouse,Peripherals,North,23,2216,15,Debit Card,Excellent,Delivered
15-02-2025,Edward,Laptop,Peripherals,West,25,4427,11,Debit Card,Average,Returned
20-02-2025,Charlie,Headphones,Electronics,East,32,3153,24,Credit Card,Good,Returned
12-06-2025,Edward,Laptop,Peripherals,North,14,2700,12,Online,Excellent,Returned
11-04-2025,George,Headphones,Accessories,West,39,474,19,Cash,Good,Delivered
02-07-2025,Edward,Smartwatch,Gadgets,East,47,1497,30,Debit Card,Average,Delivered
08-04-2025,Ian,Speaker,Electronics,South,10,1772,9,Debit Card,Excellent,Pending
19-02-2025,Ian,Headphones,Gadgets,West,40,774,2,Debit Card,Good,Pending
08-01-2025,Edward,Laptop,Peripherals,North,14,2135,25,Debit Card,Excellent,Returned
24-07-2025,Julia,Tablet,Gadgets,North,45,3784,9,Credit Card,Average,Cancelled
19-09-2025,Julia,Mouse,Gadgets,West,42,2506,7,Credit Card,Excellent,Pending
26-01-2025,Hannah,Smartphone,Electronics,South,27,2317,2,Cash,Excellent,Delivered
28-01-2025,Julia,Monitor,Gadgets,South,49,4101,26,Credit Card,Average,Delivered
08-12-2025,Fiona,Keyboard,Electronics,South,37,1085,9,Online,Good,Cancelled
03-01-2025,Hannah,Keyboard,Peripherals,West,3,2922,0,Cash,Excellent,Delivered
05-01-2025,Charlie,Keyboard,Peripherals,West,30,3199,3,Cash,Average,Returned
06-08-2025,Ian,Keyboard,Electronics,South,1,3034,7,Credit Card,Excellent,Delivered
02-05-2025,Fiona,Headphones,Electronics,South,25,524,18,Online,Poor,Cancelled
12-06-2025,Hannah,Keyboard,Electronics,East,17,1887,16,Debit Card,Excellent,Returned
21-10-2025,Fiona,Mouse,Electronics,South,44,3978,17,Online,Excellent,Returned
10-04-2025,Julia,Tablet,Gadgets,North,34,911,15,Debit Card,Excellent,Pending
20-03-2025,Fiona,Laptop,Gadgets,North,42,2749,22,Credit Card,Excellent,Pending
16-07-2025,Ian,Smartwatch,Peripherals,East,32,354,17,Debit Card,Average,Pending
04-11-2025,Charlie,Speaker,Accessories,South,10,187,9,Online,Average,Returned
03-11-2025,Ian,Headphones,Gadgets,West,46,4066,5,Online,Excellent,Returned
09-02-2025,Bob,Speaker,Accessories,East,16,2202,30,Credit Card,Good,Delivered
07-09-2025,Julia,Tablet,Accessories,East,22,4644,19,Cash,Good,Cancelled
23-08-2025,Alice,Keyboard,Peripherals,South,49,4318,11,Debit Card,Average,Pending
27-12-2025,Charlie,Keyboard,Gadgets,West,34,1915,7,Debit Card,Excellent,Returned
28-06-2025,Charlie,Headphones,Peripherals,South,50,4283,22,Debit Card,Poor,Delivered
15-04-2025,Bob,Speaker,Peripherals,South,50,1320,24,Cash,Average,Delivered
10-12-2025,Hannah,Keyboard,Gadgets,North,49,3673,6,Online,Good,Cancelled
25-06-2025,Julia,Monitor,Accessories,East,47,4506,23,Debit Card,Excellent,Delivered
10-09-2025,Hannah,Keyboard,Gadgets,East,13,1285,29,Debit Card,Average,Cancelled
08-11-2025,Ian,Camera,Accessories,North,36,552,14,Cash,Poor,Delivered
09-09-2025,Julia,Headphones,Electronics,North,41,770,3,Online,Good,Pending
23-06-2025,Bob,Keyboard,Gadgets,East,37,1272,16,Online,Good,Cancelled
17-09-2025,Charlie,Camera,Electronics,North,43,382,29,Credit Card,Good,Delivered
02-02-2025,Edward,Speaker,Peripherals,North,43,1283,18,Online,Excellent,Returned
14-06-2025,Ian,Mouse,Electronics,North,22,980,8,Credit Card,Excellent,Pending
20-12-2025,Ian,Laptop,Peripherals,East,6,2710,28,Online,Good,Pending
09-08-2025,Diana,Camera,Accessories,South,30,1273,30,Cash,Poor,Cancelled
07-02-2025,Julia,Laptop,Gadgets,North,24,3413,24,Cash,Good,Cancelled
27-03-2025,Hannah,Mouse,Electronics,West,41,1521,5,Cash,Poor,Delivered
08-09-2025,Bob,Speaker,Accessories,South,9,493,17,Credit Card,Excellent,Cancelled
24-05-2025,Hannah,Camera,Accessories,East,4,4062,28,Debit Card,Excellent,Returned
07-09-2025,Alice,Speaker,Gadgets,South,20,3586,9,Debit Card,Poor,Delivered
12-02-2025,Fiona,Keyboard,Accessories,North,30,3965,0,Credit Card,Good,Returned
27-12-2025,Julia,Keyboard,Accessories,West,31,4790,25,Credit Card,Average,Delivered
02-03-2025,Ian,Smartphone,Gadgets,East,2,3089,17,Cash,Average,Cancelled
23-04-2025,Edward,Speaker,Accessories,South,3,4133,22,Credit Card,Good,Pending
21-08-2025,Edward,Monitor,Peripherals,South,20,2664,20,Credit Card,Excellent,Pending
04-08-2025,Fiona,Smartphone,Peripherals,East,34,3888,17,Debit Card,Excellent,Returned
16-01-2025,Bob,Keyboard,Gadgets,East,13,951,24,Credit Card,Excellent,Delivered
09-01-2025,Edward,Laptop,Peripherals,South,45,4241,24,Credit Card,Good,Pending
19-05-2025,Diana,Laptop,Peripherals,East,1,3649,27,Credit Card,Poor,Pending
10-07-2025,George,Monitor,Peripherals,South,44,3774,28,Credit Card,Excellent,Delivered
02-02-2025,Hannah,Smartphone,Peripherals,South,29,1252,16,Cash,Excellent,Returned
28-05-2025,Charlie,Monitor,Accessories,East,26,3109,11,Credit Card,Average,Pending
13-10-2025,Ian,Smartphone,Gadgets,West,9,228,13,Credit Card,Excellent,Cancelled
01-08-2025,George,Laptop,Accessories,North,30,322,21,Cash,Poor,Pending
13-07-2025,Ian,Keyboard,Peripherals,West,16,3673,7,Cash,Average,Pending
02-08-2025,Bob,Headphones,Gadgets,South,11,4976,16,Debit Card,Poor,Returned
07-04-2025,Bob,Smartwatch,Peripherals,North,24,3919,0,Cash,Average,Delivered
06-07-2025,Charlie,Monitor,Gadgets,East,22,2104,5,Debit Card,Poor,Delivered
14-11-2025,Diana,Smartphone,Electronics,North,14,3571,21,Cash,Poor,Pending
02-09-2025,Alice,Tablet,Accessories,South,35,2907,17,Cash,Excellent,Pending
10-11-2025,Diana,Monitor,Electronics,South,11,4316,24,Credit Card,Good,Pending
18-01-2025,Ian,Tablet,Electronics,East,30,3772,10,Cash,Poor,Pending
01-06-2025,Ian,Camera,Gadgets,South,47,4874,4,Online,Excellent,Pending
25-10-2025,Fiona,Speaker,Peripherals,East,20,2237,2,Credit Card,Excellent,Cancelled
27-06-2025,George,Smartwatch,Electronics,South,14,4928,4,Debit Card,Excellent,Cancelled
26-05-2025,Ian,Laptop,Gadgets,North,36,1312,24,Cash,Poor,Returned
07-10-2025,Bob,Monitor,Electronics,North,15,1824,1,Cash,Poor,Delivered
11-01-2025,Bob,Keyboard,Peripherals,North,10,1078,1,Online,Average,Delivered
27-12-2025,Julia,Tablet,Peripherals,West,45,2939,26,Online,Poor,Returned
14-10-2025,Diana,Laptop,Electronics,South,26,987,9,Debit Card,Good,Delivered
26-07-2025,Julia,Keyboard,Accessories,North,49,1001,20,Credit Card,Average,Pending
24-12-2025,Hannah,Tablet,Electronics,West,11,165,2,Online,Excellent,Delivered
26-01-2025,Ian,Laptop,Peripherals,South,9,4669,12,Debit Card,Good,Delivered
18-02-2025,Bob,Speaker,Electronics,South,22,742,8,Online,Poor,Returned
24-07-2025,Edward,Mouse,Electronics,South,4,4142,29,Cash,Excellent,Pending
10-11-2025,Fiona,Monitor,Peripherals,East,28,4298,17,Online,Average,Returned
15-09-2025,Julia,Keyboard,Gadgets,South,14,1721,28,Cash,Excellent,Cancelled
19-07-2025,Alice,Mouse,Peripherals,North,20,741,27,Online,Poor,Pending
19-12-2025,Alice,Mouse,Peripherals,West,34,1968,22,Credit Card,Excellent,Returned
09-09-2025,Julia,Mouse,Peripherals,South,14,2803,11,Credit Card,Average,Pending
13-03-2025,Julia,Camera,Peripherals,East,30,3856,22,Credit Card,Average,Cancelled
24-08-2025,Charlie,Headphones,Gadgets,East,16,681,2,Debit Card,Average,Pending
05-04-2025,Bob,Smartwatch,Peripherals,West,48,581,27,Cash,Poor,Delivered
09-01-2025,Hannah,Camera,Accessories,South,44,4941,28,Credit Card,Excellent,Cancelled
09-11-2025,Hannah,Smartwatch,Electronics,North,48,1714,11,Cash,Excellent,Returned
08-02-2025,Julia,Mouse,Peripherals,West,9,3457,11,Credit Card,Excellent,Delivered
10-09-2025,Alice,Keyboard,Electronics,North,15,3583,18,Credit Card,Excellent,Delivered
19-06-2025,Fiona,Tablet,Accessories,South,1,1004,27,Debit Card,Average,Cancelled
02-07-2025,Fiona,Speaker,Gadgets,North,5,4064,12,Online,Poor,Cancelled
09-10-2025,Charlie,Monitor,Accessories,South,17,3454,8,Debit Card,Average,Pending
09-06-2025,Ian,Headphones,Gadgets,East,27,3053,17,Cash,Excellent,Delivered
09-11-2025,George,Smartwatch,Peripherals,West,17,4254,29,Credit Card,Good,Returned
26-11-2025,George,Speaker,Peripherals,West,28,4255,15,Online,Good,Pending
01-10-2025,Julia,Monitor,Accessories,North,31,802,26,Cash,Excellent,Cancelled
10-02-2025,Diana,Smartwatch,Electronics,North,24,4407,1,Credit Card,Poor,Returned
22-10-2025,Diana,Mouse,Accessories,South,50,4278,6,Debit Card,Poor,Cancelled
27-06-2025,Fiona,Laptop,Accessories,East,2,2065,27,Online,Good,Pending
28-05-2025,Bob,Speaker,Gadgets,North,16,3912,26,Debit Card,Poor,Delivered
15-03-2025,Fiona,Speaker,Accessories,South,34,3194,4,Debit Card,Excellent,Pending
01-08-2025,Ian,Keyboard,Peripherals,West,4,276,29,Credit Card,Average,Delivered
01-08-2025,Ian,Keyboard,Gadgets,South,39,3548,3,Online,Poor,Cancelled
